Time,Muscle,Side,MQ(0-100),MQ(raw),Fat %
2018-12-23T08:06:32.447Z, lower_back, l, 99.34543, 156.7692, 8.6
2018-12-23T08:06:17.458Z, lower_back, r, 99.361275, 156.96848, 8.3
2018-12-23T08:05:56.991Z, hamstrings, l, 99.533745, 161.19125, 9.4
2018-12-23T08:05:36.241Z, hamstrings, r, 99.61638, 162.62077, 8.7
2018-12-23T08:05:17.253Z, glutes, l, 98.30028, 140.36243, 11.8
2018-12-23T08:04:39.011Z, glutes, r, 98.03234, 139.21194, 11.5
2018-12-23T08:04:20.335Z, forearms, l, 70.54121, 121.16236, 11.4
2018-12-23T08:04:05.299Z, forearms, r, 86.72508, 126.27411, 9.7
2018-12-23T08:03:49.823Z, chest, l, 98.70708, 160.14137, 9.6
2018-12-23T08:03:18.721Z, chest, r, 99.038864, 163.11592, 9.2
2018-12-23T08:02:52.898Z, calves, l, 97.749084, 137.9834, 11.2
2018-12-23T08:02:29.003Z, calves, r, 98.115616, 138.77985, 10.3
