Time,Muscle,Side,MQ(0-100),MQ(raw),Fat %
2018-02-25T07:21:34.893Z, chest, l, 99.57962, 171.31297, 9
2018-02-25T07:20:40.993Z, chest, r, 99.68057, 174.01524, 8.3
2018-02-25T07:19:48.571Z, calves, l, 99.358055, 143.4928, 8.8
2018-02-25T07:18:40.970Z, calves, r, 99.67548, 146.42615, 8.5
2018-02-25T07:18:00.660Z, biceps, l, 92.90316, 136.90263, 10.4
2018-02-25T07:17:42.840Z, biceps, r, 87.36623, 133.47821, 11.5
2018-02-25T07:17:26.056Z, abs, l, 99.21396, 172.9173, 6.6
2018-02-25T07:17:08.862Z, abs, r, 99.58067, 180.56927, 6.2
2018-02-18T07:25:47.211Z, total, r, 99.725235, 167.79066, 7.8
2018-02-18T07:25:44.194Z, upper_back, l, 99.70609, 162.75642, 7
2018-02-18T07:25:01.168Z, upper_back, r, 96.43526, 149.20334, 8.7
2018-02-18T07:24:21.395Z, triceps, l, 97.96028, 155.92798, 9.6
2018-02-18T07:23:48.591Z, triceps, r, 98.3781, 157.72914, 10.2
2018-02-18T07:23:26.991Z, shoulders, l, 98.04538, 148.55365, 10.1
2018-02-18T07:23:11.106Z, shoulders, r, 99.14173, 153.87518, 9.6
2018-02-18T07:22:51.439Z, quads, l, 99.37285, 169.32657, 8.7
2018-02-18T07:22:19.170Z, quads, r, 99.19089, 166.86244, 8.3
2018-02-18T07:21:45.646Z, lower_back, l, 99.84723, 168.51082, 7.5
2018-02-18T07:21:27.376Z, lower_back, r, 99.804634, 166.53488, 7.6
2018-02-18T07:20:56.645Z, hamstrings, l, 99.85689, 169.81326, 7.6
2018-02-18T07:20:36.352Z, hamstrings, r, 99.655495, 163.40756, 8.5
2018-02-18T07:19:41.006Z, glutes, l, 99.80414, 156.85747, 9.1
2018-02-18T07:19:09.050Z, glutes, r, 99.90466, 162.27597, 8.1
2018-02-18T07:18:50.916Z, forearms, l, 88.32107, 126.878914, 9.8
2018-02-18T07:18:35.620Z, forearms, r, 91.735756, 128.3729, 11.1
2018-02-18T07:18:07.449Z, chest, l, 99.129585, 164.10521, 9.1
2018-02-18T07:17:02.830Z, chest, r, 99.651955, 173.17183, 8
2018-02-18T07:15:26.528Z, calves, l, 98.32883, 139.31387, 9.1
2018-02-18T07:15:09.705Z, calves, r, 99.40593, 143.82738, 8.6
2018-02-18T07:14:46.753Z, biceps, l, 92.357796, 136.49426, 10.9
2018-02-18T07:14:31.355Z, biceps, r, 91.58031, 135.94882, 11.3
2018-02-18T07:14:07.057Z, abs, l, 99.51408, 178.78041, 6
2018-02-11T07:58:51.520Z, total, r, 99.75484, 168.70854, 7.5
2018-02-11T07:49:29.170Z, upper_back, l, 99.15457, 157.13599, 7.7
2018-02-11T07:48:32.864Z, upper_back, r, 98.34895, 153.51292, 8.3
2018-02-11T07:47:33.338Z, triceps, l, 98.67694, 159.31473, 10.6
2018-02-11T07:47:16.818Z, triceps, r, 98.48428, 158.25772, 9.6
2018-02-11T07:46:33.528Z, shoulders, l, 99.69489, 160.4269, 8.4
2018-02-11T07:46:16.067Z, shoulders, r, 99.73056, 161.20952, 8.3
2018-02-11T07:45:51.236Z, quads, l, 98.90992, 163.96248, 8.8
2018-02-11T07:45:33.773Z, quads, r, 99.22615, 167.29439, 7.9
2018-02-11T07:45:07.265Z, lower_back, l, 99.76838, 165.1657, 7.9
2018-02-11T07:44:39.238Z, lower_back, r, 99.71551, 163.51025, 7.9
2018-02-11T07:44:19.792Z, hamstrings, l, 99.87367, 170.72092, 7.7
2018-02-11T07:43:52.573Z, hamstrings, r, 99.712616, 164.7323, 8.6
2018-02-11T07:43:34.392Z, glutes, l, 99.69144, 153.42715, 9.2
2018-02-11T07:43:16.474Z, glutes, r, 99.92153, 163.73947, 7.8
2018-02-11T07:42:13.749Z, forearms, l, 80.84619, 124.27518, 10.9
2018-02-11T07:41:57.238Z, forearms, r, 94.01248, 129.64542, 9.7
2018-02-11T07:41:15.118Z, chest, l, 99.769455, 177.21642, 7.7
2018-02-11T07:40:39.839Z, chest, r, 99.717804, 175.23273, 8.2
2018-02-11T07:38:46.350Z, calves, l, 99.297874, 143.10547, 8.9
2018-02-11T07:38:29.790Z, calves, r, 99.09333, 141.99669, 9
2018-02-11T07:38:04.410Z, biceps, l, 93.58147, 137.44653, 10.5
2018-02-11T07:37:48.615Z, biceps, r, 94.8252, 138.57944, 10.6
2018-02-11T07:37:19.415Z, abs, l, 99.61066, 181.46861, 6
2018-02-11T07:36:47.862Z, abs, r, 99.58082, 180.57349, 6.1
2018-02-04T08:09:46.387Z, total, r, 99.7639, 169.01178, 7.5
2018-02-04T08:09:40.240Z, upper_back, l, 99.788994, 164.50713, 7
2018-02-04T08:08:54.887Z, upper_back, r, 99.1983, 157.42068, 7.9
2018-02-04T08:08:18.880Z, triceps, l, 98.659294, 159.21194, 10.2
2018-02-04T08:07:56.928Z, triceps, r, 98.92198, 160.89828, 9.3
2018-02-04T08:07:33.394Z, shoulders, l, 99.174324, 154.12231, 9.3
2018-02-04T08:07:18.322Z, shoulders, r, 99.36136, 155.7575, 8.7
2018-02-04T08:07:02.075Z, quads, l, 99.135765, 166.22302, 8.6
2018-02-04T08:06:45.554Z, quads, r, 99.11837, 166.02946, 8.2
2018-02-04T08:06:27.426Z, lower_back, l, 99.84874, 168.5906, 7.7
2018-02-04T08:06:01.055Z, lower_back, r, 99.8899, 171.13983, 7.1
2018-02-04T08:05:36.082Z, hamstrings, l, 99.780525, 166.69922, 8.5
2018-02-04T08:05:19.567Z, hamstrings, r, 99.64771, 163.24426, 8.7
2018-02-04T08:05:02.100Z, glutes, l, 99.79618, 156.55722, 8.4
2018-02-04T08:04:06.846Z, glutes, r, 99.837105, 158.24586, 9.5
2018-02-04T08:03:44.526Z, forearms, l, 84.588, 125.51811, 10.6
2018-02-04T08:03:28.688Z, forearms, r, 97.6309, 132.98727, 9
